probe_id,fsetid,atom,x,y,man_fsetid,type,start,stop,feature_type,P_SKMel29_AdDNp73beta_1.CEL,P_SKMel29_AdDNp73beta_2.CEL,P_SKMel29_AdDNp73beta_3.CEL,P_SKMel29_AdGFP_1.CEL,P_SKMel29_AdGFP_2.CEL,P_SKMel29_AdGFP_3.CEL,P_SKMel29_AdTAp73alpha_1.CEL,P_SKMel29_AdTAp73alpha_2.CEL,P_SKMel29_AdTAp73alpha_3.CEL,log2_P_SKMel29_AdDNp73beta_1.CEL,log2_P_SKMel29_AdDNp73beta_2.CEL,log2_P_SKMel29_AdDNp73beta_3.CEL,log2_P_SKMel29_AdGFP_1.CEL,log2_P_SKMel29_AdGFP_2.CEL,log2_P_SKMel29_AdGFP_3.CEL,log2_P_SKMel29_AdTAp73alpha_1.CEL,log2_P_SKMel29_AdTAp73alpha_2.CEL,log2_P_SKMel29_AdTAp73alpha_3.CEL,GFP_mean_log2,GFP_sd_log2,DNp73beta_mean_log2,DNp73beta_sd_log2,TAp73alpha_mean_log2,TAp73alpha_sd_log2,log2FC_TAp73alpha_vs_GFP,log2FC_DNp73beta_vs_GFP,log2FC_TAp73alpha_vs_DNp73beta,region_midpoint,probe_plot_x
4778682,23696839,2066713,241,1783,PSR0100145780.hg.1,2,3652565.0,3652641.0,probeset_region,632.44446,501.55554,543.2222,719.2222,581.6667,608.1111,7776.4443,7582.8887,6989.3335,9.307074315581861,8.9731392402525,9.088052075099435,9.492298317460088,9.186527019154223,9.250561547133103,12.925080448924566,12.888722070929813,12.771145570260428,9.309795627915804,0.16126229863654548,9.122755210311267,0.16965078640829934,12.861649363371603,0.08045921537173374,3.551853735455799,-0.18704041760453727,3.738894153060336,3652603.0,3652618.96
5897581,23696839,2066714,1580,2200,PSR0100145780.hg.1,2,3652565.0,3652641.0,probeset_region,441.0,365.22223,327.8889,497.55554,411.66666,437.77777,5080.6665,6141.1113,5350.0,8.787902559391432,8.516575552456658,8.361456444199824,8.961610427985038,8.688833062929652,8.777346628719956,12.311085982967954,12.584518946614144,12.385592813601363,8.809263373211548,0.1391613511570152,8.555311518682638,0.21584584452821576,12.427065914394488,0.14135561527273033,3.6178025411829395,-0.25395185452891056,3.87175439571185,3652603.0,3652629.6
919141,23696840,2066715,2580,342,PSR0100145781.hg.1,2,3682333.0,3682365.0,probeset_region,568.0,405.1111,609.8889,884.8889,576.6667,713.2222,10858.777,10277.444,10587.556,9.152284842306582,8.665730701443332,9.25476625413402,9.790981996500058,9.174093489249813,9.480229225931462,13.406706903652987,13.327334305689885,13.370218190937832,9.48176823722711,0.3084471332516886,9.024260599294644,0.3146956874227718,13.368086466760234,0.03972921485292764,3.8863182295331242,-0.4575076379324656,4.34382586746559,3682349.0,3682337.8
964605,23696840,2066716,2484,359,PSR0100145781.hg.1,2,3682333.0,3682365.0,probeset_region,234.66667,170.66667,125.888885,261.77777,214.44444,196.88889,7690.8887,7244.3335,7095.6665,7.88060393522513,7.423466164094626,6.987421895367501,8.037699429551838,7.751172075311319,7.628546774938611,12.909122166724172,12.822836381909768,12.792925795530621,7.805806093267255,0.20997650019173517,7.430497331562418,0.4466325302393779,12.841628114721521,0.06033445190095444,5.035822021454266,-0.3753087617048365,5.411130783159103,3682349.0,3682342.28
1759563,23696840,2066717,1482,656,PSR0100145781.hg.1,2,3682333.0,3682365.0,probeset_region,492.66666,648.6667,486.8889,703.6667,596.7778,614.1111,11331.0,11075.889,10855.889,8.947393394839427,9.343555919716373,8.930408807657457,9.460797202314845,9.223465439634552,9.264703162570772,13.468114886378098,13.43526508692927,13.406323099563501,9.316321934840056,0.1268068004177022,9.073786040737753,0.23378186361123077,13.436567690956956,0.030916481241804634,4.1202457561168995,-0.24253589410230347,4.362781650219203,3682349.0,3682346.76
2394657,23696840,2066718,1416,893,PSR0100145781.hg.1,2,3682333.0,3682365.0,probeset_region,239.44444,209.11111,210.55556,266.55554,209.22223,135.88889,8051.3335,7620.1113,7973.778,7.909559772211777,7.7150086697901346,7.72489277342749,8.063694602181908,7.715771418437842,7.0968615035159335,12.975191208932907,12.895785674857068,12.961228612305565,7.625442508045228,0.48970505838570844,7.783153738476467,0.10958233388506435,12.944068498698513,0.04239294557733034,5.318625990653286,0.15771123043123936,5.160914760222046,3682349.0,3682351.24
3148279,23696840,2066719,1958,1174,PSR0100145781.hg.1,2,3682333.0,3682365.0,probeset_region,204.66667,230.44444,193.55556,338.55554,210.44444,226.22223,7919.1113,7755.4443,8169.3335,7.684164214106996,7.854522112030029,7.604038379563364,8.407503768965741,7.724134833263775,7.827960169445535,12.95130499418478,12.921179736751947,12.996179252058878,7.986532923891684,0.3682489163732712,7.714241568566796,0.12792189216894548,12.956221327665203,0.037740688589858816,4.969688403773519,-0.2722913553248878,5.241979759098407,3682349.0,3682355.72
3451191,23696840,2066720,2030,1287,PSR0100145781.hg.1,2,3682333.0,3682365.0,probeset_region,550.3333,417.44446,331.0,667.6667,578.0,391.1111,10631.444,10727.0,10710.333,9.10678096521244,8.708892329935122,8.375039431346925,9.385143433786896,9.177419537989236,8.615118725813343,13.37618568158793,13.389093521904474,13.386850411840307,9.059227232529825,0.3983862177897184,8.730237575498164,0.36633745744473634,13.384043205110904,0.006896621827065129,4.32481597258108,-0.32898965703166105,4.653805629612741,3682349.0,3682360.2
274122,23696841,2066721,761,102,PSR0100145782.hg.1,2,3682366.0,3682430.0,probeset_region,79.22222,75.44444,72.666664,66.44444,59.77778,68.0,7868.6665,7619.3335,7884.0,6.325930010199859,6.256339721263013,6.202940008865344,6.075627668546846,5.925472041472529,6.108524456778169,12.9420867840092,12.895638421833743,12.944895039677872,6.036541388932515,0.0975850891677333,6.261736580109406,0.06167235743120195,12.927540081840272,0.027663306171791597,6.890998692907757,0.22519519117689057,6.665803501730866,3682398.0,3682375.6
1067210,23696841,2066722,569,398,PSR0100145782.hg.1,2,3682366.0,3682430.0,probeset_region,477.77777,486.77777,517.44446,303.1111,400.77777,517.3333,6278.222,5855.778,5769.222,8.903212361232907,8.930080202922294,9.018045628285186,8.248454734008709,8.650253936621349,9.017736307669722,12.616370142518583,12.51589145370301,12.494411151965473,8.638814992766592,0.3847683354578121,8.950446064146796,0.060064515589795545,12.542224249395687,0.06510423135962619,3.9034092566290948,0.3116310713802033,3.5917781852488915,3682398.0,3682384.56
3239518,23696841,2066723,2077,1208,PSR0100145782.hg.1,2,3682366.0,3682430.0,probeset_region,37.333332,50.666668,58.666668,87.111115,36.22222,37.333332,8953.111,8753.444,9953.223,5.260527502367176,5.691161940059176,5.898853307288602,6.461252109781915,5.218092251046435,5.260527502367176,13.128334540309774,13.095799895162358,13.281092942269252,5.646623954398508,0.7058076659375359,5.616847583238318,0.3255870483133809,13.168409125913795,0.09893360215336287,7.521785171515288,-0.02977637116018972,7.551561542675477,3682398.0,3682393.52
4062051,23696841,2066724,1850,1515,PSR0100145782.hg.1,2,3682366.0,3682430.0,probeset_region,54.333332,75.77778,77.44444,101.333336,44.666668,53.333332,10328.333,10356.444,11111.223,5.790076897472486,6.262616914874875,6.293599340647877,6.6771323805020835,5.5130696224105,5.763765619746456,13.334459478148494,13.338380446404564,13.439859791635232,5.98465587421968,0.6126621455458794,6.115431050998413,0.282190488126592,13.370899905396096,0.059753183434877885,7.386244031176416,0.13077517677873285,7.255468854397683,3682398.0,3682402.48
6163601,23696841,2066725,2280,2299,PSR0100145782.hg.1,2,3682366.0,3682430.0,probeset_region,95.77778,99.22222,97.55556,216.88889,107.666664,149.11111,10623.889,11519.556,10812.889,6.596603919793624,6.647058609610308,6.622865317676991,7.767448796298251,6.763765619746456,7.229886990472238,13.37516010424682,13.491922682653826,13.40059778872759,7.253700468838982,0.5022651600869983,6.622175949026975,0.02523440811622433,13.422560191876078,0.06140142745169362,6.168859723037096,-0.6315245198120074,6.800384242849104,3682398.0,3682411.44
6492025,23696841,2066726,1064,2422,PSR0100145782.hg.1,2,3682366.0,3682430.0,probeset_region,70.666664,93.0,88.0,147.77777,85.22222,86.111115,10698.444,11824.223,11010.667,6.163230297673468,6.554588851677638,6.475733430966398,7.217015178120147,6.429987826560679,6.444784898830495,13.38524825331573,13.529579727768963,13.426745266191638,6.697262634503773,0.45017970665469487,6.397850860105834,0.2069774156301762,13.447191082425443,0.0743062391765389,6.749928447921669,-0.29941177439793965,7.049340222319609,3682398.0,3682420.4
